Movie Names,Directors,Cast,Language,Verdict,Year of Release,Action,Thriller,SciFi,Biography,Drama,History,Romance,Comedy,Crime,Adventure,Horror,Sport,Fantacy,War,Ratings,Votes,Worldwide Gross in Crores,Hit or Flop
Jersey,Gowtam Tinnanuri,"['Nani', 'Shraddha Srinath', 'Sathyaraj', 'Ronit Kamra']",Telugu,Hit,2019,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8.5,19361,51.7,1
Pailwaan,S Krishna,"['Suniel Shetty', 'Sudeep', 'Aakanksha Singh', 'Sushant Singh']",Kannada,Above Average,2019,1,0,0,0,1,0,0,0,0,0,0,1,0,0,6.2,2317,49.5,0
Madhura Raja,Vysakh,"['Mammootty', 'Jai', 'Jagapathi Babu', 'Anusree']",Malayalam,Hit,2019,1,0,0,0,1,0,0,1,0,0,0,0,0,0,6,3831,47.5,1
Natasaarvabhowma,Pawan Wadeyar,"['Puneeth Rajkumar', 'Saroja Devi B.', 'Anupama Parameswaran', 'Rachita Ram']",Kannada,Above Average,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,1412,42,0
Gaddalakonda Ganesh,Harish Shankar,"['Varun Tej', 'Atharvaa Murali', 'Mirnalini Ravi', 'Pooja Hegde']",Telugu,Above Average,2019,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6.3,2255,39.6,0
Gang Leader,Vikram K. Kumar,"['Nani', 'Kartikeya Gummakonda', 'Lakshmi', 'Saranya Ponvannan']",Telugu,Below Average,2019,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.6,4147,39.5,0
Dear Comrade,Bharat Kamma,"['Vijay Deverakonda', 'Rashmika Mandanna', 'Raj Arjun', 'Shruti Ramachandran']",Telugu,Flop,2019,1,0,0,0,1,0,1,0,0,0,0,0,0,0,7.3,9185,38.5,0
Thambi,Jeethu Joseph,"['Karthi', 'Jyotika', 'Sathyaraj', 'Sowcar Janaki']",Tamil,Below Average,2019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.8,2490,37.5,0
Kumbalangi Nights,Madhu C. Narayanan,"['Shane Nigam', 'Soubin Shahir', 'Fahadh Faasil', 'Sreenath Bhasi']",Malayalam,Blockbuster,2019,0,0,0,0,1,0,1,1,0,0,0,0,0,0,8.5,15569,37,1
Super Deluxe,Thiagarajan Kumararaja,"['Vijay Sethupathi', 'Fahadh Faasil', 'Samantha Ruth Prabhu', 'Ramya Krishnan']",Tamil,Below Average,2019,0,0,0,0,1,0,0,1,1,0,0,0,0,0,8.3,15824,36.5,0
NTR: Kathanayakudu,Radha Krishna Jagarlamudi,"['Nandamuri Balakrishna', 'Vidya Balan', 'Kaikala Satyanarayana', 'Nandamuri Kalyan Ram']",Telugu,Disaster,2019,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5.8,2087,36,0
Thanneer Mathan Dhinangal,Girish A.D.,"['Vineeth Sreenivasan', 'Mathew Thomas', 'Anaswara Rajan', 'Naslen']",Malayalam,Blockbuster,2019,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7.8,3185,35.5,1
Hero,P.S. Mithran,"['Sivakarthikeyan', 'Abhay Deol', 'Arjun Sarja', 'Kalyani Priyadarshan']",Tamil,Disaster,2019,1,1,0,0,1,0,0,0,0,0,0,0,0,0,6.3,2251,34.4,0
Mamangam,M. Padmakumar,"['Mammootty', 'Unni Mukundan', 'Achuthan B. Nair', 'Siddique']",Malayalam,Disaster,2019,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5.4,2930,32.5,0
Kadaram Kondan,Rajesh M. Selva,"['Vikram', 'Akshara Haasan', 'Abi Hassan', 'Lena']",Tamil,Disaster,2019,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5.6,2115,31,0
Oh! Baby,B.V. Nandini Reddy,"['Samantha Ruth Prabhu', 'Lakshmi', 'Rajendra Prasad', 'Teja Sajja']",Telugu,Blockbuster,2019,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7.4,2703,30.8,1
Love Action Drama,Dhyan Sreenivasan,"['Nivin Pauly', 'Nayanthara', 'Aju Varghese', 'Vineeth Sreenivasan']",Malayalam,Super Hit,2019,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5.1,1728,30.2,1
Ittymaani: Made in China,Jibi Joju,"['Mohanlal', 'Honey Rose', 'Swasika Vijay', 'Radhika Sarathkumar']",Malayalam,Super Hit,2019,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4.4,1382,30,1
Mr.Local,M. Rajesh,"['Sivakarthikeyan', 'Nayanthara', 'Radhika Sarathkumar', 'Sathish']",Tamil,Disaster,2019,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3.2,1311,29.8,0
Driving Licence,Jean Paul Lal,"['Prithviraj Sukumaran', 'Deepti Sati', 'Mridul Nair', 'Suraj Venjaramoodu']",Malayalam,Super Hit,2019,1,0,0,0,1,0,0,1,0,0,0,0,0,0,7.2,3711,29.5,1
Chitralahari,Thirumala Kishore,"['Sai Dharam Tej', 'Kalyani Priyadarshan', 'Nivetha Pethuraj', 'Sunil']",Telugu,Hit,2019,0,0,0,0,1,0,1,1,0,0,0,0,0,0,7.1,2430,26.6,1
Odeya,M.D. Sridhar,"['Darshan Thoogudeep', 'Sanah Thimmayyah', 'Devaraj', 'P. Ravi Shankar']",Kannada,Hit,2019,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.9,509,25.5,1
Oru Yamandan Premakadha,B.C. Noufal,"['Dulquer Salmaan', 'Vishnu Unnikrishnan', 'Soubin Shahir', 'Salim Kumar']",Malayalam,Hit,2019,0,0,0,0,1,0,1,1,0,0,0,0,0,0,5.1,1191,24.5,1
Rakshasudu,Ramesh Varma,"['Sai Srinivas Bellamkonda', 'Anupama Parameswaran', 'Saravanan', 'Ammu Abhirami']",Telugu,Hit,2019,1,1,0,0,0,0,0,0,1,0,0,0,0,0,8,1558,24,1
Thadam,Magizh Thirumeni,"['Arun Vijay', 'Tanya Hope', 'Smruthi Venkat', 'Fefsi Vijayan']",Tamil,Blockbuster,2019,1,0,0,0,1,0,0,0,1,0,0,0,0,0,8.2,7788,23.7,1
Dhilluku Dhuddu 2,Rambhala,"['Santhanam', 'Shritha Sivadas', 'Motta Rajendran', 'Bipin']",Tamil,Super Hit,2019,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5.4,664,23.5,1
Unda,Khalid Rahman,"['Mammootty', 'Asif Ali', 'Dileesh Pothan', 'Lukman Lukku']",Malayalam,Hit,2019,1,1,0,0,0,0,0,1,0,0,0,0,0,0,7.7,4361,23,1
Virus,Aashiq Abu,"['Joju George', 'Tovino Thomas', 'Darshana Rajendran', 'Revathi']",Malayalam,Super Hit,2019,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.8,5215,22.8,1
Mr. Majnu,Venky Atluri,"['Akhil Akkineni', 'Nidhhi Agerwal', 'Izabelle Leite', 'Farah Karimaee']",Telugu,Disaster,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.1,1538,21.1,0
LKG,Prabhu,"['RJ Balaji', 'Priya Anand', 'J.K. Rithesh', 'Ramkumar Ganesan']",Tamil,Blockbuster,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.9,1505,21,1
118,K.V. Guhan,"['Nandamuri Kalyan Ram', 'Shalini Pandey', 'Nivetha Thomas', 'Nassar']",Telugu,Hit,2019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.4,975,20.8,1
Uyare,Manu Ashokan,"['Samyuktha Menon', 'Tovino Thomas', 'Parvathy Thiruvothu', 'Asif Ali']",Malayalam,Hit,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,3790,20,1
Tanhaji: The Unsung Warrior,Om Raut,"['Ajay Devgn', 'Saif Ali Khan', 'Sharad Kelkar', 'Kajol']",Hindi,Blockbuster,2020,1,0,0,1,1,0,0,0,0,0,0,0,0,0,7.5,33742,351.9,1
Ala Vaikunthapurramuloo,Trivikram Srinivas,"['Allu Arjun', 'Pooja Hegde', 'Tabu', 'Jayaram']",Telugu,Blockbuster,2020,1,0,0,0,1,0,0,1,0,0,0,0,0,0,7.3,21054,264.5,1
Sarileru Neekevvaru,Anil Ravipudi,"['Mahesh Babu', 'Rashmika Mandanna', 'Vijayshanti', 'Rajendra Prasad']",Telugu,Super Hit,2020,1,0,0,0,1,0,0,1,0,0,0,0,0,0,5.8,8266,222.8,1
Darbar,A.R. Murugadoss,"['Rajinikanth', 'Nayanthara', 'Nivetha Thomas', 'Suniel Shetty']",Tamil,Below Average,2020,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6,6593,198.3,0
Baaghi 3,Ahmed Khan,"['Tiger Shroff', 'Riteish Deshmukh', 'Shraddha Kapoor', 'Ankita Lokhande']",Hindi,Flop,2020,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2.1,12981,133.5,0
Street Dancer 3D,Remo D'Souza,"['Varun Dhawan', 'Shraddha Kapoor', 'Prabhu Deva', 'Nora Fatehi']",Hindi,Flop,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.6,7670,98.6,0
Shubh Mangal Zyada Saavdhan,Hitesh Kewalya,"['Ayushmann Khurrana', 'Jitendra Kumar', 'Gajraj Rao', 'Neena Gupta']",Hindi,Average,2020,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5.8,9973,77.8,0
Malang - Unleash the Madness,Mohit Suri,"['Aditya Roy Kapoor', 'Anil Kapoor', 'Disha Patani', 'Kunal Kemmu']",Hindi,Above Average,2020,1,0,0,0,1,0,0,0,1,0,0,0,0,0,6.5,11172,76,0
Chal Mera Putt 2,Janjot Singh,"['Amrinder Gill', 'Simi Chahal', 'Nasir Chinyoti', 'Garry Sandhu']",Punjabi,Blockbuster,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.9,3333,55.1,1
Love Aaj Kal,Imtiaz Ali,"['Kartik Aaryan', 'Sara Ali Khan', 'Randeep Hooda', 'Sonu Saini']",Hindi,Disaster,2020,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4.6,9956,51.5,0
Bheeshma,Venky Kudumula,"['Nithiin', 'Rashmika Mandanna', 'Anant Nag', 'Jisshu Sengupta']",Telugu,Super Hit,2020,1,0,0,0,0,0,1,1,0,0,0,0,0,0,6.6,4426,51.2,1
Anjaam Pathiraa,Midhun Manuel Thomas,"['Kunchacko Boban', 'Jinu Joseph', 'Unnimaya Prasad', 'Sreenath Bhasi']",Malayalam,Blockbuster,2020,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.9,8009,45.2,1
Pattas,R.S. Durai Senthilkumar,"['Dhanush', 'Sneha', 'Mehreen Pirzada', 'Naveen Chandra']",Tamil,Above Average,2020,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.6,1672,44.6,0
Shylock,Ajai Vasudev,"['Mammootty', 'Meena', 'Ajai Vasudev', 'Baiju']",Malayalam,Super Hit,2020,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5.1,2539,35.9,1
Ayyappanum Koshiyum,Sachy,"['Biju Menon', 'Prithviraj Sukumaran', 'Ranjith', 'Anil Nedumangad']",Malayalam,Super Hit,2020,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8,9165,34.5,1
Varane Avashyamund,Anoop Sathyan,"['Shobana', 'Suresh Gopi', 'Kalyani Priyadarshan', 'Dulquer Salmaan']",Malayalam,Super Hit,2020,0,0,0,0,1,0,1,1,0,0,0,0,0,0,6.9,3027,29,1
Pushpa: The Rise - Part 1,Sukumar,"['Allu Arjun', 'Fahadh Faasil', 'Rashmika Mandanna', 'Jagadeesh Prathap Bandari']",Telugu,Super Hit,2021,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.6,79065,361.5,1
Sooryavanshi,Rohit Shetty,"['Akshay Kumar', 'Katrina Kaif', 'Ajay Devgn', 'Ranveer Singh']",Hindi,Hit,2021,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6.1,77722,291.8,1
Master,Lokesh Kanagaraj,"['Joseph Vijay', 'Vijay Sethupathi', 'Malavika Mohanan', 'Arjun Das']",Tamil,Super Hit,2021,1,1,0,0,0,0,0,0,1,0,0,0,0,0,7.3,78472,245.3,1
83,Kabir Khan,"['Ranveer Singh', 'Deepika Padukone', 'Tahir Raj Bhasin', 'Jiiva']",Hindi,Flop,2021,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7.5,38741,184.5,0
Annaatthe,Siva,"['Rajinikanth', 'Keerthy Suresh', 'Nayanthara', 'Kushboo']",Tamil,Below Average,2021,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,10104,153.6,0
Vakeel Saab,Venu Sriram,"['Pawan Kalyan', 'Nivetha Thomas', 'Anjali', 'Ananya Nagalla']",Telugu,Above Average,2021,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7,12046,140,0
Akhanda,Boyapati Srinu,"['Nandamuri Balakrishna', 'Pragya Jaiswal', 'Jagapathi Babu', 'Meka Srikanth']",Telugu,Super Hit,2021,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,18900,122.7,1
Doctor,Nelson Dilipkumar,"['Sivakarthikeyan', 'Vinay Rai', 'Priyanka Arulmohan', 'Yogi Babu']",Tamil,Super Hit,2021,1,0,0,0,0,0,0,1,1,0,0,0,0,0,7.4,17192,101.4,1
Uppena,Buchi Babu Sana,"['Panja Vaisshnav Tej', 'Krithi Shetty', 'Vijay Sethupathi', 'Gayatri Jayaraman']",Telugu,Blockbuster,2021,1,0,0,0,1,0,1,0,0,0,0,0,0,0,6.5,4091,96.1,1
Maanaadu,Venkat Prabhu,"['Silambarasan Rajendar', 'S.J. Suryah', 'Kalyani Priyadarshan', 'S.A. Chandrashekhar']",Tamil,Blockbuster,2021,1,0,1,0,0,0,0,0,0,1,0,0,0,0,8.3,23609,84.3,1
Kurup,Srinath Rajendran,"['Dulquer Salmaan', 'Indrajith Sukumaran', 'Sobhita Dhulipala', 'Shine Tom Chacko']",Malayalam,Blockbuster,2021,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7,13764,81,1
Krack,Gopichand Malineni,"['Ravi Teja', 'Shruti Haasan', 'Sudhakar Komakula', 'Samuthirakani']",Telugu,Blockbuster,2021,1,1,0,0,0,0,0,0,1,0,0,0,0,0,7,7101,76.1,1
Jathi Ratnalu,Anudeep K.V.,"['Naveen Polishetty', 'Rahul Ramakrishna', 'Priyadarshi Pulikonda', 'Faria Abdullah']",Telugu,Blockbuster,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.3,7631,71.2,1
Love Story,Sekhar Kammula,"['Naga Chaitanya Akkineni', 'Sai Pallavi', 'Rajeev Kanakala', 'Easwari Rao']",Telugu,Hit,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.8,4230,63.8,1
Karnan,Mari Selvaraj,"['Dhanush', 'Lal', 'Rajisha Vijayan', 'Yogi Babu']",Tamil,Super Hit,2021,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,22670,63.5,1
Antim: The Final Truth,Mahesh Manjrekar,"['Salman Khan', 'Aayush Sharma', 'Mahima Makwana', 'Mahesh Manjrekar']",Hindi,Below Average,2021,1,0,0,0,1,0,0,0,1,0,0,0,0,0,6.7,41450,57.3,0
Honsla Rakh,Amarjit Singh Saron,"['Diljit Dosanjh', 'Shehnaaz Gill', 'Sonam Bajwa', 'Shinda Grewal']",Punjabi,Blockbuster,2021,0,0,0,0,1,0,1,1,0,0,0,0,0,0,7.3,7626,55.8,1
Roberrt,Tarun Sudhir,"['Darshan Thoogudeep', 'Vinod Prabhakar', 'Asha Bhat', 'Jagapathi Babu']",Kannada,Hit,2021,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.9,3720,54.7,1
Bellbottom,Ranjit Tewari,"['Akshay Kumar', 'Huma Qureshi', 'Vaani Kapoor', 'Lara Dutta']",Hindi,Disaster,2021,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.1,23088,52.1,0
Shyam Singha Roy,Rahul Sankrityan,"['Nani', 'Sai Pallavi', 'Krithi Shetty', 'Madonna Sebastian']",Telugu,Hit,2021,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7.7,13906,51.8,1
Marakkar: Lion of the Arabian Sea,Priyadarshan,"['Mohanlal', 'Arjun Sarja', 'Suniel Shetty', 'Prabhu']",Malayalam,Disaster,2021,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5.9,9135,49.3,0
Pogaru,Nandakishore,"['Dhruva Sarja', 'Rashmika Mandanna', 'Sampath Raj', 'Chikkanna']",Kannada,Hit,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,9704,44,1
Most Eligible Bachelor,Bommarillu Baskar,"['Akhil Akkineni', 'Pooja Hegde', 'Neha Shetty', 'Murli Sharma']",Telugu,Hit,2021,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.2,3522,42.8,1
Kotigobba 3,Shiva Karthik,"['Sudeep', 'Aftab Shivdasani', 'Madonna Sebastian', 'P. Ravi Shankar']",Kannada,Hit,2021,1,0,0,0,1,0,1,0,0,0,0,0,0,0,5.6,2481,42.6,1
Yuvarathnaa,Santhosh Ananddram,"['Puneeth Rajkumar', 'Sayyeshaa Saigal', 'Sonu Gowda', 'Dhananjaya']",Kannada,Hit,2021,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.2,4631,39.7,1
Sulthan,Bakkiyaraj Kannan,"['Karthi', 'Rashmika Mandanna', 'Napolean', 'Lal']",Tamil,Hit,2021,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.2,4563,39.5,1
Red,Thirumala Kishore,"['Ram Pothineni', 'Nivetha Pethuraj', 'Malvika Sharma', 'Amritha Aiyer']",Telugu,Hit,2021,1,0,0,0,1,0,0,0,1,0,0,0,0,0,6.5,2495,34.2,1
Aranmanai 3,Sundar C.,"['Sundar C.', 'Arya', 'Raashi Khanna', 'Andrea Jeremiah']",Tamil,Hit,2021,0,0,0,0,1,0,0,1,0,0,1,0,0,0,4,1175,33,1
Rang De,Venky Atluri,"['Nithiin', 'Keerthy Suresh', 'V.K. Naresh', 'Kousalya']",Telugu,Flop,2021,0,0,0,0,1,0,1,1,0,0,0,0,0,0,6.3,2343,30.8,0
The Priest,Jofin T. Chacko,"['Mammootty', 'Nikhila Vimal', 'Manju Warrier', 'Monica']",Malayalam,Super Hit,2021,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,7854,27.9,1
Salaga,Duniya Vijay,"['Duniya Vijay', 'Dhananjaya', 'Sanjana Anand', 'Neenasam Ashwath']",Kannada,Blockbuster,2021,1,1,0,0,0,0,0,0,1,0,0,0,0,0,7,1223,26.2,1
Enemy,Anand Shankar,"['Vishal', 'Arya', 'Mirnalini Ravi', 'Mamta Mohandas']",Tamil,Disaster,2021,1,1,0,0,1,0,0,0,0,0,0,0,0,0,6.1,4771,23.9,0
RRR (Rise Roar Revolt),S.S. Rajamouli,"['N.T. Rama Rao Jr.', 'Ram Charan', 'Ajay Devgn', 'Alia Bhatt']",Telugu,Super Hit,2022,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.9,145139,1234.3,1
K.G.F: Chapter 2,Prashanth Neel,"['Yash', 'Sanjay Dutt', 'Raveena Tandon', 'Srinidhi Shetty']",Kannada,All Time Blockbuster,2022,1,0,0,0,1,0,0,0,1,0,0,0,0,0,8.3,138176,1207.9,1
Ponniyin Selvan: I,Mani Ratnam,"['Vikram', 'Aishwarya Rai Bachchan', 'Jayam Ravi', 'Karthi']",Tamil,Blockbuster,2022,1,0,0,0,1,0,0,0,0,1,0,0,0,0,7.7,31723,490.6,1
Vikram,Lokesh Kanagaraj,"['Kamal Haasan', 'Vijay Sethupathi', 'Fahadh Faasil', 'Narain']",Tamil,Blockbuster,2022,1,1,0,0,0,0,0,0,1,0,0,0,0,0,8.3,62770,420.5,1
Brahmastra Part One: Shiva,Ayan Mukerji,"['Amitabh Bachchan', 'Ranbir Kapoor', 'Alia Bhatt', 'Nagarjuna Akkineni']",Hindi,Hit,2022,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5,107906,412.7,1
Kantara,Rishab Shetty,"['Rishab Shetty', 'Kishore Kumar G.', 'Achyuth Kumar', 'Sapthami Gowda']",Kannada,Blockbuster,2022,1,0,0,0,1,0,0,0,0,1,0,0,0,0,8.3,93345,393.3,1
The Kashmir Files,Vivek Agnihotri,"['Mithun Chakraborty', 'Anupam Kher', 'Darshan Kumaar', 'Pallavi Joshi']",Hindi,Blockbuster,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.7,563744,344.2,1
Drishyam 2,Abhishek Pathak,"['Ajay Devgn', 'Akshaye Khanna', 'Tabu', 'Shriya Saran']",Hindi,Blockbuster,2022,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8.2,34873,331.7,1
Bhool Bhulaiyaa 2,Anees Bazmee,"['Tabu', 'Kartik Aaryan', 'Kiara Advani', 'Rajpal Naurang Yadav']",Hindi,Blockbuster,2022,0,0,0,0,1,0,0,1,0,0,1,0,0,0,5.7,31766,263.9,1
Beast,Nelson Dilipkumar,"['Joseph Vijay', 'Pooja Hegde', 'K. Selvaraghavan', 'Shine Tom Chacko']",Tamil,Above Average,2022,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.2,34202,224.4,0
Gangubai Kathiawadi,Sanjay Leela Bhansali,"['Alia Bhatt', 'Shantanu Maheshwari', 'Vijay Raaz', 'Indira Tiwari']",Hindi,Hit,2022,0,0,0,1,1,0,0,0,1,0,0,0,0,0,7.8,57522,203.9,1
Sarkaru Vaari Paata,Parasuram,"['Keerthy Suresh', 'Mahesh Babu', 'Samuthirakani', 'Mahesh Manjrekar']",Telugu,Above Average,2022,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.6,10355,181.9,0
Bheemla Nayak,Saagar K Chandra,"['Pawan Kalyan', 'Rana Daggubati', 'Nithya Menen', 'Samyuktha Menon']",Telugu,Above Average,2022,1,1,0,0,1,0,0,0,0,0,0,0,0,0,6.3,9625,161.3,0
Valimai,H. Vinoth,"['Ajith Kumar', 'Huma Qureshi', 'Kartikeya Gummakonda', 'Gurbani']",Tamil,Average,2022,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6.1,20087,159.3,0
Radhe Shyam,K.K. Radhakrishna Kumar,"['Prabhas', 'Pooja Hegde', 'Bhagyashree Patwardhan', 'Krishnamraju']",Telugu,Disaster,2022,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5.3,30011,148.4,0
Vikram Vedha,Gayatri,"['Pushkar', 'Saif Ali Khan', 'Hrithik Roshan', 'Radhika Apte', 'Rohit Saraf']",Hindi,Flop,2022,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.1,17658,134.9,0
Jug Jugg Jeeyo,Raj Mehta,"['Varun Dhawan', 'Anil Kapoor', 'Kiara Advani', 'Neetu Singh']",Hindi,Average,2022,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6.1,37819,132.5,0
Laal Singh Chaddha,Advait Chandan,"['Aamir Khan', 'Ahmad Ibn Umar', 'Kareena Kapoor', 'Hafsa Ashraf']",Hindi,Disaster,2022,0,0,0,0,1,0,1,1,0,0,0,0,0,0,5.5,175084,126.8,0
Don,Cibi Chakravarthi,"['Sivakarthikeyan', 'Priyanka Arulmohan', 'S.J. Suryah', 'Samuthirakani']",Tamil,Blockbuster,2022,0,0,0,0,1,0,1,1,0,0,0,0,0,0,6.8,10197,121.5,1
Karthikeya 2,Chandoo Mondeti,"['Nikhil Siddharth', 'Anupama Parameswaran', 'Srinivasa Reddy', 'Harsha Chemudu']",Telugu,Blockbuster,2022,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,62792,113.3,1
Thiruchitrambalam,Mithran Jawahar,"['Dhanush', 'Nithya Menen', 'Bharathiraja', 'Prakash Raj']",Tamil,Blockbuster,2022,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7.9,11249,104.7,1
Godfather,Mohan Raja,"['Chiranjeevi', 'Salman Khan', 'Nayanthara', 'Satyadev Kancharana']",Telugu,Flop,2022,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5.2,7048,102,0
777 Charlie,Kiranraj K,"['Rakshit Shetty', 'Charlie', 'Sangeetha Sringeri', 'Raj B. Shetty']",Kannada,Blockbuster,2022,0,0,0,0,1,0,0,1,0,1,0,0,0,0,8.8,34109,100.5,1
Love Today,Pradeep Ranganathan,"['Pradeep Ranganathan', 'Ivana', 'Yogi Babu', 'Raveena Ravi']",Tamil,Blockbuster,2022,0,0,0,0,1,0,1,1,0,0,0,0,0,0,8.1,12938,93.6,1
F3: Fun and Frustration,Anil Ravipudi,"['Tamannaah Bhatia', 'Pooja Hegde', 'Venkatesh Daggubati', 'Mehreen Pirzada']",Telugu,Average,2022,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.7,2109,92.7,0
Sita Ramam,Hanu Raghavapudi,"['Dulquer Salmaan', 'Mrunal Thakur', 'Rashmika Mandanna', 'Sumanth']",Telugu,Blockbuster,2022,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.6,58149,92.4,1
Samrat Prithviraj,Chandra Prakash Dwivedi,"['Akshay Kumar', 'Sanjay Dutt', 'Ashutosh Rana', 'Manushi Chhillar']",Hindi,Disaster,2022,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5.8,53073,91.4,0
Ram Setu,Abhishek Sharma,"['Akshay Kumar', 'Jacqueline Fernandez', 'Nushrratt Bharuccha', 'Nassar']",Hindi,Flop,2022,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.2,16404,90.3,0
Bheeshmaparvam,Amal Neerad,"['Mammootty', 'Soubin Shahir', 'Sreenath Bhasi', 'Nadia Moidu']",Malayalam,Blockbuster,2022,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.7,12217,87,1
Sardar,P.S. Mithran,"['Karthi', 'Raashi Khanna', 'Mohammad Ali Baig', 'Rithvik Jothi Raj']",Tamil,Hit,2022,1,1,0,0,1,0,0,0,0,0,0,0,0,0,7.6,6430,85.7,1
Bhediya,Amar Kaushik,"['Varun Dhawan', 'Kriti Sanon', 'Abhishek Banerjee', 'Deepak Dobriyal']",Hindi,Flop,2022,0,1,0,0,0,0,0,1,0,0,1,0,0,0,7.3,14878,82.1,0
James,Chethan Kumar,"['Puneeth Rajkumar', 'Priya Anand', 'Meka Srikanth', 'Anu Prabhakar']",Kannada,Blockbuster,2022,1,0,0,0,1,0,0,1,0,0,0,0,0,0,7.5,8220,79.5,1
Dhamaka,Trinadha Rao Nakkina,"['Ravi Teja', 'Sreeleela', 'Jayaram', 'Sachin Khedekar']",Telugu,Blockbuster,2022,1,1,0,0,0,0,0,1,0,0,0,0,0,0,6.6,4683,77.2,1
VR (Vikrant Rona),Anup Bhandari,"['Sudeep', 'Nirup Bhandari', 'Neetha Ashok', 'Jacqueline Fernandez']",Kannada,Below Average,2022,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7,27760,70.3,0
Acharya,Koratala Siva,"['Chiranjeevi', 'Ram Charan', 'Pooja Hegde', 'Sonu Sood']",Telugu,Disaster,2022,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.8,4440,70.1,0
Bachchhan Paandey,Farhad Samji,"['Akshay Kumar', 'Kriti Sanon', 'Jacqueline Fernandez', 'Prateik Babbar']",Hindi,Disaster,2022,1,0,0,0,0,0,0,1,1,0,0,0,0,0,5.2,36073,69.5,0
Etharkkum Thunindhavan,Pandiraj,"['Suriya', 'Priyanka Arulmohan', 'Sathyaraj', 'Saranya Ponvannan']",Tamil,Below Average,2022,1,0,0,0,1,0,0,0,1,0,0,0,0,0,6.5,13027,68.3,0
